Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PRINCIPAL GARDEN,"2,630,000","1,076.4","2,443",Apr-24,PRINCE CHARLES CRESCENT,Resale,Strata,100,"26,300",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,468,888",624.31,"2,353",Apr-24,STIRLING ROAD,Resale,Strata,58,"25,326",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
ALESSANDREA,"1,980,000","1,097.93","1,803",Apr-24,ALEXANDRA ROAD,Resale,Strata,102,"19,412",-,Apartment,1,Freehold,03,Rest of Central Region,16 to 20
HIGHLINE RESIDENCES,"1,750,000",742.72,"2,356",Apr-24,KIM TIAN ROAD,Resale,Strata,69,"25,362",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ECHELON,"2,168,000","1,001.05","2,166",Apr-24,ALEXANDRA VIEW,Resale,Strata,93,"23,312",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,850,000",764.24,"2,421",Apr-24,STIRLING ROAD,Resale,Strata,71,"26,056",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,450,000",656.6,"2,208",Apr-24,STIRLING ROAD,Resale,Strata,61,"23,770",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
ECHELON,"1,903,000",861.12,"2,210",Apr-24,ALEXANDRA VIEW,Resale,Strata,80,"23,788",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,460,000",624.31,"2,339",Apr-24,STIRLING ROAD,Resale,Strata,58,"25,172",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
STIRLING RESIDENCES,"1,446,000",635.08,"2,277",Apr-24,STIRLING ROAD,Resale,Strata,59,"24,508",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"970,000",452.09,"2,146",Apr-24,COMMONWEALTH AVENUE,Resale,Strata,42,"23,095",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
DOMAIN 21,"3,500,000","1,862.17","1,880",Apr-24,DELTA ROAD,Resale,Strata,173,"20,231",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,21 to 25
ECHELON,"1,718,000",731.95,"2,347",Apr-24,ALEXANDRA VIEW,Resale,Strata,68,"25,265",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,41 to 45
THE CREST,"2,398,000","1,259.39","1,904",Apr-24,PRINCE CHARLES CRESCENT,Resale,Strata,117,"20,496",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,788,888",678.13,"2,638",Apr-24,STIRLING ROAD,Resale,Strata,63,"28,395",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
TANGLIN VIEW,"2,020,000","1,140.98","1,770",Mar-24,PRINCE CHARLES CRESCENT,Resale,Strata,106,"19,057",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,010,000",484.38,"2,085",Mar-24,COMMONWEALTH AVENUE,Resale,Strata,45,"22,444",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
THE METROPOLITAN CONDOMINIUM,"3,265,000","1,894.46","1,723",Mar-24,ALEXANDRA VIEW,Resale,Strata,176,"18,551",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,36 to 40
HIGHLINE RESIDENCES,"1,558,888",635.08,"2,455",Mar-24,KIM TIAN ROAD,Resale,Strata,59,"26,422",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ECHELON,"1,648,000",731.95,"2,252",Mar-24,ALEXANDRA VIEW,Resale,Strata,68,"24,235",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
HIGHLINE RESIDENCES,"2,608,888","1,151.75","2,265",Mar-24,KIM TIAN ROAD,Resale,Strata,107,"24,382",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ASCENTIA SKY,"3,300,000","1,851.41","1,782",Mar-24,ALEXANDRA VIEW,Resale,Strata,172,"19,186",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
CENTRAL GREEN CONDOMINIUM,"1,975,000","1,291.68","1,529",Mar-24,JALAN MEMBINA,Resale,Strata,120,"16,458",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
QUEENS,"2,030,000","1,194.8","1,699",Mar-24,STIRLING ROAD,Resale,Strata,111,"18,288",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
ALEX RESIDENCES,"1,380,000",656.6,"2,102",Mar-24,ALEXANDRA VIEW,Resale,Strata,61,"22,623",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"1,900,000",947.23,"2,006",Mar-24,ALEXANDRA VIEW,Resale,Strata,88,"21,591",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
ECHELON,"3,150,000","1,571.54","2,004",Mar-24,ALEXANDRA VIEW,Resale,Strata,146,"21,575",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"900,000",484.38,"1,858",Mar-24,PRINCE CHARLES CRESCENT,Resale,Strata,45,"20,000",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,360,000",624.31,"2,178",Mar-24,STIRLING ROAD,Resale,Strata,58,"23,448",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
QUEENS PEAK,"1,900,000",861.12,"2,206",Mar-24,DUNDEE ROAD,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,388,000",656.6,"2,114",Mar-24,STIRLING ROAD,Resale,Strata,61,"22,754",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
HIGHLINE RESIDENCES,"1,740,000",742.72,"2,343",Mar-24,KIM TIAN ROAD,Resale,Strata,69,"25,217",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ALEX RESIDENCES,"2,070,000",925.7,"2,236",Mar-24,ALEXANDRA VIEW,Resale,Strata,86,"24,070",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"1,040,000",484.38,"2,147",Mar-24,COMMONWEALTH AVENUE,Resale,Strata,45,"23,111",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"3,800,000","1,991.34","1,908",Mar-24,ALEXANDRA VIEW,Resale,Strata,185,"20,541",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,41 to 45
QUEENS PEAK,"982,000",430.56,"2,281",Mar-24,DUNDEE ROAD,Resale,Strata,40,"24,550",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,840,000",764.24,"2,408",Mar-24,STIRLING ROAD,Resale,Strata,71,"25,915",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
QUEENS PEAK,"1,400,000",624.31,"2,242",Mar-24,DUNDEE ROAD,Resale,Strata,58,"24,138",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
THE CREST,"2,188,888","1,291.68","1,695",Mar-24,PRINCE CHARLES CRESCENT,Resale,Strata,120,"18,241",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,435,000",624.31,"2,299",Mar-24,STIRLING ROAD,Resale,Strata,58,"24,741",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
ECHELON,"1,655,000",731.95,"2,261",Mar-24,ALEXANDRA VIEW,Resale,Strata,68,"24,338",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
COMMONWEALTH TOWERS,"1,960,000",904.18,"2,168",Mar-24,COMMONWEALTH AVENUE,Resale,Strata,84,"23,333",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALESSANDREA,"1,900,000","1,097.93","1,731",Mar-24,ALEXANDRA ROAD,Resale,Strata,102,"18,627",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
THE METROPOLITAN CONDOMINIUM,"2,480,000","1,399.32","1,772",Mar-24,ALEXANDRA VIEW,Resale,Strata,130,"19,077",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,21 to 25
CENTRAL GREEN CONDOMINIUM,"2,350,000","1,345.5","1,747",Mar-24,JALAN MEMBINA,Resale,Strata,125,"18,800",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,06 to 10
RIVER PLACE,"1,280,000",785.77,"1,629",Mar-24,HAVELOCK ROAD,Resale,Strata,73,"17,534",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
THE ANCHORAGE,"2,380,000","1,237.86","1,923",Mar-24,ALEXANDRA ROAD,Resale,Strata,115,"20,696",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Mar-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
REGENCY SUITES,"3,200,000","1,420.85","2,252",Mar-24,KIM TIAN ROAD,Resale,Strata,132,"24,242",-,Apartment,1,Freehold,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Mar-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
HIGHLINE RESIDENCES,"2,080,000",904.18,"2,300",Mar-24,KIM TIAN ROAD,Resale,Strata,84,"24,762",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
PRINCIPAL GARDEN,"2,600,000","1,194.8","2,176",Mar-24,PRINCE CHARLES CRESCENT,Resale,Strata,111,"23,423",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
MARGARET VILLE,"2,608,888","1,184.04","2,203",Mar-24,MARGARET DRIVE,Resale,Strata,110,"23,717",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
QUEENS PEAK,"1,900,000",861.12,"2,206",Mar-24,DUNDEE ROAD,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,41 to 45
STIRLING RESIDENCES,"1,425,000",624.31,"2,283",Mar-24,STIRLING ROAD,Resale,Strata,58,"24,569",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"978,000",484.38,"2,019",Mar-24,PRINCE CHARLES CRESCENT,Resale,Strata,45,"21,733",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
REGENCY SUITES,"2,100,000",979.52,"2,144",Mar-24,KIM TIAN ROAD,Resale,Strata,91,"23,077",-,Apartment,1,Freehold,03,Rest of Central Region,26 to 30
ECHELON,"1,575,000",731.95,"2,152",Mar-24,ALEXANDRA VIEW,Resale,Strata,68,"23,162",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
QUEENS,"2,430,888","1,410.08","1,724",Mar-24,STIRLING ROAD,Resale,Strata,131,"18,556",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,418,000",656.6,"2,160",Mar-24,STIRLING ROAD,Resale,Strata,61,"23,246",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"2,475,000","1,474.67","1,678",Feb-24,ALEXANDRA VIEW,Resale,Strata,137,"18,066",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,06 to 10
ECHELON,"1,580,000",731.95,"2,159",Feb-24,ALEXANDRA VIEW,Resale,Strata,68,"23,235",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
TANGLIN VIEW,"1,800,000","1,140.98","1,578",Feb-24,PRINCE CHARLES CRESCENT,Resale,Strata,106,"16,981",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,465,000",688.9,"2,127",Feb-24,STIRLING ROAD,Resale,Strata,64,"22,891",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
HIGHLINE RESIDENCES,"1,550,000",635.08,"2,441",Feb-24,KIM TIAN ROAD,Resale,Strata,59,"26,271",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALEX RESIDENCES,"2,280,000","1,130.22","2,017",Feb-24,ALEXANDRA VIEW,Resale,Strata,105,"21,714",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
EMERALD PARK,"1,350,000",925.7,"1,458",Feb-24,INDUS ROAD,Resale,Strata,86,"15,698",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
ECHELON,"1,638,000",731.95,"2,238",Feb-24,ALEXANDRA VIEW,Resale,Strata,68,"24,088",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,360,000",624.31,"2,178",Feb-24,STIRLING ROAD,Resale,Strata,58,"23,448",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
QUEENS PEAK,"1,085,000",495.14,"2,191",Feb-24,DUNDEE ROAD,Resale,Strata,46,"23,587",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
QUEENS PEAK,"980,000",441.32,"2,221",Feb-24,DUNDEE ROAD,Resale,Strata,41,"23,902",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,420,000",635.08,"2,236",Feb-24,STIRLING ROAD,Resale,Strata,59,"24,068",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,158,000",505.91,"2,289",Feb-24,STIRLING ROAD,Resale,Strata,47,"24,638",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"962,000",441.32,"2,180",Feb-24,COMMONWEALTH AVENUE,Resale,Strata,41,"23,463",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ALEXIS,"800,000",409.03,"1,956",Feb-24,ALEXANDRA ROAD,Resale,Strata,38,"21,053",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
QUEENS,"1,840,000","1,194.8","1,540",Feb-24,STIRLING ROAD,Resale,Strata,111,"16,577",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,01 to 05
ALEX RESIDENCES,"975,000",473.62,"2,059",Feb-24,ALEXANDRA VIEW,Resale,Strata,44,"22,159",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
THE METROPOLITAN CONDOMINIUM,"1,388,000",775.01,"1,791",Feb-24,ALEXANDRA VIEW,Resale,Strata,72,"19,278",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,11 to 15
ECHELON,"1,650,000",731.95,"2,254",Feb-24,ALEXANDRA VIEW,Resale,Strata,68,"24,265",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"960,000",452.09,"2,123",Feb-24,COMMONWEALTH AVENUE,Resale,Strata,42,"22,857",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
ECHELON,"1,035,000",452.09,"2,289",Feb-24,ALEXANDRA VIEW,Resale,Strata,42,"24,643",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,388,000",635.08,"2,186",Feb-24,STIRLING ROAD,Resale,Strata,59,"23,525",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
QUEENS PEAK,"980,000",430.56,"2,276",Feb-24,DUNDEE ROAD,Resale,Strata,40,"24,500",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,416,000",624.31,"2,268",Feb-24,STIRLING ROAD,Resale,Strata,58,"24,414",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"2,300,000","1,054.87","2,180",Feb-24,COMMONWEALTH AVENUE,Resale,Strata,98,"23,469",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ECHELON,"1,900,000","1,001.05","1,898",Feb-24,ALEXANDRA VIEW,Resale,Strata,93,"20,430",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
TWIN REGENCY,"2,120,000",979.52,"2,164",Feb-24,KIM TIAN ROAD,Resale,Strata,91,"23,297",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
QUEENS PEAK,"1,900,000",861.12,"2,206",Feb-24,DUNDEE ROAD,Resale,Strata,80,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
ASCENTIA SKY,"2,938,800","1,474.67","1,993",Jan-24,ALEXANDRA VIEW,Resale,Strata,137,"21,451",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
QUEENS PEAK,"1,550,000",775.01,"2,000",Jan-24,DUNDEE ROAD,Resale,Strata,72,"21,528",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
EMERALD PARK,"1,980,000","1,453.14","1,363",Jan-24,INDUS ROAD,Resale,Strata,135,"14,667",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"990,000",473.62,"2,090",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,44,"22,500",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
ALEX RESIDENCES,"1,378,888",656.6,"2,100",Jan-24,ALEXANDRA VIEW,Resale,Strata,61,"22,605",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
QUEENS PEAK,"985,000",430.56,"2,288",Jan-24,DUNDEE ROAD,Resale,Strata,40,"24,625",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
THE CREST,"4,050,000","2,002.1","2,023",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,186,"21,774",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
DOMAIN 21,"1,780,000",925.7,"1,923",Jan-24,DELTA ROAD,Resale,Strata,86,"20,698",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,16 to 20
ECHELON,"3,280,000","1,571.54","2,087",Jan-24,ALEXANDRA VIEW,Resale,Strata,146,"22,466",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"980,000",462.85,"2,117",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,43,"22,791",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,485,000",656.6,"2,262",Jan-24,STIRLING ROAD,Resale,Strata,61,"24,344",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,450,000",624.31,"2,323",Jan-24,STIRLING ROAD,Resale,Strata,58,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"2,638,888","1,367.03","1,930",Jan-24,ALEXANDRA VIEW,Resale,Strata,127,"20,779",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"2,560,000","1,054.87","2,427",Jan-24,STIRLING ROAD,Resale,Strata,98,"26,122",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE CREST,"1,650,000",839.59,"1,965",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,78,"21,154",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,835,000",796.54,"2,304",Jan-24,PRINCE CHARLES CRESCENT,Resale,Strata,74,"24,797",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"975,000",462.85,"2,107",Jan-24,COMMONWEALTH AVENUE,Resale,Strata,43,"22,674",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
STIRLING RESIDENCES,"1,420,000",656.6,"2,163",Jan-24,STIRLING ROAD,Resale,Strata,61,"23,279",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
QUEENS,"2,045,000","1,184.04","1,727",Jan-24,STIRLING ROAD,Resale,Strata,110,"18,591",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
MARGARET VILLE,"1,805,000",914.94,"1,973",Jan-24,MARGARET DRIVE,Resale,Strata,85,"21,235",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
ALEXIS,"800,000",398.27,"2,009",Jan-24,ALEXANDRA ROAD,Resale,Strata,37,"21,622",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,388,000",635.08,"2,186",Jan-24,STIRLING ROAD,Resale,Strata,59,"23,525",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
ASCENTIA SKY,"4,700,000","3,089.27","1,521",Jan-24,ALEXANDRA VIEW,Resale,Strata,287,"16,376",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,21 to 25
ASCENTIA SKY,"1,920,000",958,"2,004",Jan-24,ALEXANDRA VIEW,Resale,Strata,89,"21,573",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
MARGARET VILLE,"2,510,000","1,184.04","2,120",Jan-24,MARGARET DRIVE,Resale,Strata,110,"22,818",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,748,000",764.24,"2,287",Dec-23,STIRLING ROAD,Resale,Strata,71,"24,620",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
QUEENS PEAK,"1,600,000",807.3,"1,982",Dec-23,DUNDEE ROAD,Resale,Strata,75,"21,333",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,448,000",656.6,"2,205",Dec-23,STIRLING ROAD,Resale,Strata,61,"23,738",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,480,000",656.6,"2,254",Dec-23,STIRLING ROAD,Resale,Strata,61,"24,262",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
QUEENS PEAK,"1,595,000",807.3,"1,976",Dec-23,DUNDEE ROAD,Resale,Strata,75,"21,267",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
QUEENS PEAK,"970,000",441.32,"2,198",Dec-23,DUNDEE ROAD,Resale,Strata,41,"23,659",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,06 to 10
